,alpha,beta,rho,K,loglike
2646,0.15000000000000002,15,0.2,3,-264.02151465378125
2647,0.15000000000000002,15,0.2,4,-263.838997005463
2648,0.15000000000000002,15,0.2,5,-264.1850195682041
2649,0.15000000000000002,15,0.2,6,-264.35850654155183
2650,0.15000000000000002,15,0.25,2,-264.05990094050463
2651,0.15000000000000002,15,0.25,3,-263.2604147127938
2652,0.15000000000000002,15,0.25,4,-263.1291484995121
2653,0.15000000000000002,15,0.25,5,-263.67050575607595
2654,0.15000000000000002,15,0.25,6,-263.9482229079262
2655,0.15000000000000002,15,0.30000000000000004,2,-263.42193978361655
2656,0.15000000000000002,15,0.30000000000000004,3,-262.5691592165261
2657,0.15000000000000002,15,0.30000000000000004,4,-262.5345520870992
2658,0.15000000000000002,15,0.30000000000000004,5,-263.32651856278636
2659,0.15000000000000002,15,0.30000000000000004,6,-263.74028111033033
2660,0.15000000000000002,15,0.35000000000000003,2,-262.816271754
2661,0.15000000000000002,15,0.35000000000000003,3,-261.9508623935558
2662,0.15000000000000002,15,0.35000000000000003,4,-262.0629684001009
2663,0.15000000000000002,15,0.35000000000000003,5,-263.1694270771337
2664,0.15000000000000002,15,0.35000000000000003,6,-263.75670854437834
2665,0.15000000000000002,15,0.4,2,-262.24349762521723
2666,0.15000000000000002,15,0.4,3,-261.40931328048174
2667,0.15000000000000002,15,0.4,4,-261.72388162928445
2668,0.15000000000000002,15,0.4,5,-263.21970740904356
2669,0.15000000000000002,15,0.4,6,-264.0253738303135
2670,0.15000000000000002,15,0.45,2,-261.7043327336528
2671,0.15000000000000002,15,0.45,3,-260.94913246197007
2672,0.15000000000000002,15,0.45,4,-261.5289406167047
2673,0.15000000000000002,15,0.45,5,-263.5032394376979
2674,0.15000000000000002,15,0.45,6,-264.5819702668768
2675,0.15000000000000002,15,0.5,2,-261.19961859670906
2676,0.15000000000000002,15,0.5,3,-260.575993626723
2677,0.15000000000000002,15,0.5,4,-261.4925754713668
2678,0.15000000000000002,15,0.5,5,-264.0531956274889
2679,0.15000000000000002,15,0.5,6,-265.4729541494357
2680,0.15000000000000002,15,0.55,2,-260.73033754199093
2681,0.15000000000000002,15,0.55,3,-260.2969468482784
2682,0.15000000000000002,15,0.55,4,-261.63288385652606
2683,0.15000000000000002,15,0.55,5,-264.9128802658087
2684,0.15000000000000002,15,0.55,6,-266.7600430199513
2685,0.15000000000000002,15,0.6000000000000001,2,-260.29763113751187
2686,0.15000000000000002,15,0.6000000000000001,3,-260.120909665955
2687,0.15000000000000002,15,0.6000000000000001,4,-261.9729503112061
2688,0.15000000000000002,15,0.6000000000000001,5,-266.1401643153327
2689,0.15000000000000002,15,0.6000000000000001,6,-268.52738078438307
2690,0.15000000000000002,15,0.65,2,-259.9028235219097
2691,0.15000000000000002,15,0.65,3,-260.05945183402196
2692,0.15000000000000002,15,0.65,4,-262.542899531776
2693,0.15000000000000002,15,0.65,5,-267.8147483576382
2694,0.15000000000000002,15,0.65,6,-270.89351870623557
2695,0.15000000000000002,15,0.7000000000000001,2,-259.547451184908
2696,0.15000000000000002,15,0.7000000000000001,3,-260.1281324774902
2697,0.15000000000000002,15,0.7000000000000001,4,-263.383280975104
2698,0.15000000000000002,15,0.7000000000000001,5,-270.0507867874019
2699,0.15000000000000002,15,0.7000000000000001,6,-274.03270095093137
2700,0.15000000000000002,15,0.75,2,-259.23330142347726
2701,0.15000000000000002,15,0.75,3,-260.3489749242714
2702,0.15000000000000002,15,0.75,4,-264.5510896513062
2703,0.15000000000000002,15,0.75,5,-273.0205870468874
2704,0.15000000000000002,15,0.75,6,-278.215739319947
2705,0.15000000000000002,15,0.8,2,-258.96246273585206
2706,0.15000000000000002,15,0.8,3,-260.75557883807664
2707,0.15000000000000002,15,0.8,4,-266.131657655324
2708,0.15000000000000002,15,0.8,5,-277.0039509732588
2709,0.15000000000000002,15,0.8,6,-283.89708743427303
2710,0.15000000000000002,15,0.8500000000000001,2,-258.73739205244163
2711,0.15000000000000002,15,0.8500000000000001,3,-261.405430862965
2712,0.15000000000000002,15,0.8500000000000001,4,-268.2659715993107
2713,0.15000000000000002,15,0.8500000000000001,5,-282.50718358114676
2714,0.15000000000000002,15,0.8500000000000001,6,-291.92960789256085
2715,0.15000000000000002,15,0.9,2,-258.56100636873344
2716,0.15000000000000002,15,0.9,3,-262.41736925997066
2717,0.15000000000000002,15,0.9,4,-271.23017114877297
2718,0.15000000000000002,15,0.9,5,-290.62393293928096
2719,0.15000000000000002,15,0.9,6,-304.2292209834165
2720,0.15000000000000002,15,0.9500000000000001,2,-258.43681084210715
2721,0.15000000000000002,15,0.9500000000000001,3,-264.14663541154897
2722,0.15000000000000002,15,0.9500000000000001,4,-275.793866306148
2723,0.15000000000000002,15,0.9500000000000001,5,-304.70989566201524
2724,0.15000000000000002,15,0.9500000000000001,6,-326.91145615317635
2725,0.15000000000000002,15,1.0,2,-258.36908330782023
2726,0.15000000000000002,15,1.0,3,-322.7515453704738
2727,0.15000000000000002,15,1.0,4,-376.7681237815931
2728,0.15000000000000002,15,1.0,5,-882.9745397569022
2729,0.15000000000000002,15,1.0,6,-1324.1878019959643
2730,0.15000000000000002,20,0.0,2,-281.5005221037518
2731,0.15000000000000002,20,0.0,3,-281.5005221037518
2732,0.15000000000000002,20,0.0,4,-281.5005221037518
2733,0.15000000000000002,20,0.0,5,-281.5005221037518
2734,0.15000000000000002,20,0.0,6,-281.5005221037518
2735,0.15000000000000002,20,0.05,2,-281.357584670114
2736,0.15000000000000002,20,0.05,3,-281.3854894519435
2737,0.15000000000000002,20,0.05,4,-281.4719309387673
2738,0.15000000000000002,20,0.05,5,-281.62099927512315
2739,0.15000000000000002,20,0.05,6,-281.69227112557996
2740,0.15000000000000002,20,0.1,2,-281.2362833235446
2741,0.15000000000000002,20,0.1,3,-281.31660209279465
2742,0.15000000000000002,20,0.1,4,-281.5172615118256
2743,0.15000000000000002,20,0.1,5,-281.84614886358764
2744,0.15000000000000002,20,0.1,6,-282.0054523626987
2745,0.15000000000000002,20,0.15000000000000002,2,-281.13712326038706
2746,0.15000000000000002,20,0.15000000000000002,3,-281.29592398378753
2747,0.15000000000000002,20,0.15000000000000002,4,-281.6410470432432
2748,0.15000000000000002,20,0.15000000000000002,5,-282.1843274388516
2749,0.15000000000000002,20,0.15000000000000002,6,-282.4507410310805
2750,0.15000000000000002,20,0.2,2,-281.0606689771406
2751,0.15000000000000002,20,0.2,3,-281.3258273897496
2752,0.15000000000000002,20,0.2,4,-281.84856978300735
2753,0.15000000000000002,20,0.2,5,-282.64546384663856
2754,0.15000000000000002,20,0.2,6,-283.04093336432203
2755,0.15000000000000002,20,0.25,2,-281.0075495996015
2756,0.15000000000000002,20,0.25,3,-281.409045912886
2757,0.15000000000000002,20,0.25,4,-282.1460080550542
2758,0.15000000000000002,20,0.25,5,-283.2414300764881
2759,0.15000000000000002,20,0.25,6,-283.791480729689
2760,0.15000000000000002,20,0.30000000000000004,2,-280.9784652107998
2761,0.15000000000000002,20,0.30000000000000004,3,-281.5487424807761
2762,0.15000000000000002,20,0.30000000000000004,4,-282.5406256878303
2763,0.15000000000000002,20,0.30000000000000004,5,-283.9865347462744
2764,0.15000000000000002,20,0.30000000000000004,6,-284.72120972552716
2765,0.15000000000000002,20,0.35000000000000003,2,-280.97419437975697
2766,0.15000000000000002,20,0.35000000000000003,3,-281.74859795781504
2767,0.15000000000000002,20,0.35000000000000003,4,-283.041019639284
2768,0.15000000000000002,20,0.35000000000000003,5,-284.89819120901944
2769,0.15000000000000002,20,0.35000000000000003,6,-285.8533109644403
2770,0.15000000000000002,20,0.4,2,-280.99560315215365
2771,0.15000000000000002,20,0.4,3,-282.0129289545178
2772,0.15000000000000002,20,0.4,4,-283.6574493301821
2773,0.15000000000000002,20,0.4,5,-285.9978403857316
2774,0.15000000000000002,20,0.4,6,-287.21672574349935
2775,0.15000000000000002,20,0.45,2,-281.04365584339234
2776,0.15000000000000002,20,0.45,3,-282.3468482429039
2777,0.15000000000000002,20,0.45,4,-284.4022836989293
2778,0.15000000000000002,20,0.45,5,-287.3122555095128
2779,0.15000000000000002,20,0.45,6,-288.84813878134565
2780,0.15000000000000002,20,0.5,2,-281.119428082961
2781,0.15000000000000002,20,0.5,3,-282.7564895549387
2782,0.15000000000000002,20,0.5,4,-285.2906230617528
2783,0.15000000000000002,20,0.5,5,-288.8754379521368
2784,0.15000000000000002,20,0.5,6,-290.7949246575912
2785,0.15000000000000002,20,0.55,2,-281.2241227094524
2786,0.15000000000000002,20,0.55,3,-283.2493337336055
2787,0.15000000000000002,20,0.55,4,-286.3411900285195
2788,0.15000000000000002,20,0.55,5,-290.7314626294332
2789,0.15000000000000002,20,0.55,6,-293.11965319216273
2790,0.15000000000000002,20,0.6000000000000001,2,-281.3590893280256
2791,0.15000000000000002,20,0.6000000000000001,3,-283.834702362787
2792,0.15000000000000002,20,0.6000000000000001,4,-287.57765292211167
2793,0.15000000000000002,20,0.6000000000000001,5,-292.9389182970265
2794,0.15000000000000002,20,0.6000000000000001,6,-295.9072608419338
2795,0.15000000000000002,20,0.65,2,-281.525848647625
2796,0.15000000000000002,20,0.65,3,-284.52454478690214
2797,0.15000000000000002,20,0.65,4,-289.0306826990018
2798,0.15000000000000002,20,0.65,5,-295.57817531303385
2799,0.15000000000000002,20,0.65,6,-299.27703724201206
2800,0.15000000000000002,20,0.7000000000000001,2,-281.7261231637068
2801,0.15000000000000002,20,0.7000000000000001,3,-285.3347772949549
2802,0.15000000000000002,20,0.7000000000000001,4,-290.7413407932066
2803,0.15000000000000002,20,0.7000000000000001,5,-298.7640141110012
2804,0.15000000000000002,20,0.7000000000000001,6,-303.4039156661044
2805,0.15000000000000002,20,0.75,2,-281.9618764251207
2806,0.15000000000000002,20,0.75,3,-286.2877597695401
2807,0.15000000000000002,20,0.75,4,-292.76710280309055
2808,0.15000000000000002,20,0.75,5,-302.6693282438173
2809,0.15000000000000002,20,0.75,6,-308.55935212894167
2810,0.15000000000000002,20,0.8,2,-282.235364158558
2811,0.15000000000000002,20,0.8,3,-287.4174094513909
2812,0.15000000000000002,20,0.8,4,-295.19375261400745
2813,0.15000000000000002,20,0.8,5,-307.57446913116576
2814,0.15000000000000002,20,0.8,6,-315.19840346104087
2815,0.15000000000000002,20,0.8500000000000001,2,-282.54920215924926
2816,0.15000000000000002,20,0.8500000000000001,3,-288.7815130525845
2817,0.15000000000000002,20,0.8500000000000001,4,-298.1627021559154
2818,0.15000000000000002,20,0.8500000000000001,5,-313.9862578829149
2819,0.15000000000000002,20,0.8500000000000001,6,-324.17449793917143
2820,0.15000000000000002,20,0.9,2,-282.90645852130655
2821,0.15000000000000002,20,0.9,3,-290.49919271665175
2822,0.15000000000000002,20,0.9,4,-301.9504920294721
2823,0.15000000000000002,20,0.9,5,-322.9988278935175
2824,0.15000000000000002,20,0.9,6,-337.40408708982966
2825,0.15000000000000002,20,0.9500000000000001,2,-283.3107822767917
2826,0.15000000000000002,20,0.9500000000000001,3,-292.9259587041221
2827,0.15000000000000002,20,0.9500000000000001,4,-307.3271106577061
2828,0.15000000000000002,20,0.9500000000000001,5,-337.96833269566326
2829,0.15000000000000002,20,0.9500000000000001,6,-361.0031997845325
2830,0.15000000000000002,20,1.0,2,-283.766588404962
2831,0.15000000000000002,20,1.0,3,-348.60307901380065
2832,0.15000000000000002,20,1.0,4,-404.5420536790167
2833,0.15000000000000002,20,1.0,5,-897.3236240877194
2834,0.15000000000000002,20,1.0,6,-1324.1878019959643
2835,0.15000000000000002,25,0.0,2,-306.3525616635733
2836,0.15000000000000002,25,0.0,3,-306.3525616635733
2837,0.15000000000000002,25,0.0,4,-306.3525616635733
2838,0.15000000000000002,25,0.0,5,-306.3525616635733
2839,0.15000000000000002,25,0.0,6,-306.3525616635733
2840,0.15000000000000002,25,0.05,2,-306.53855124406715
2841,0.15000000000000002,25,0.05,3,-306.6945605749638
2842,0.15000000000000002,25,0.05,4,-306.8743643652477
2843,0.15000000000000002,25,0.05,5,-307.0835313805076
2844,0.15000000000000002,25,0.05,6,-307.18467563339965
2845,0.15000000000000002,25,0.1,2,-306.7424278804472
2846,0.15000000000000002,25,0.1,3,-307.0760813608875
2847,0.15000000000000002,25,0.1,4,-307.460977714848
2848,0.15000000000000002,25,0.1,5,-307.90826295705466
2849,0.15000000000000002,25,0.1,6,-308.12633303213806
2850,0.15000000000000002,25,0.15000000000000002,2,-306.96481292429473
2851,0.15000000000000002,25,0.15000000000000002,3,-307.49942563897457
2852,0.15000000000000002,25,0.15000000000000002,4,-308.11729182046156
2853,0.15000000000000002,25,0.15000000000000002,5,-308.83556498130855
2854,0.15000000000000002,25,0.15000000000000002,6,-309.1887163251157
2855,0.15000000000000002,25,0.2,2,-307.2063809140489
2856,0.15000000000000002,25,0.2,3,-307.9671898293176
2857,0.15000000000000002,25,0.2,4,-308.8489244101235
2858,0.15000000000000002,25,0.2,5,-309.87579006472794
2859,0.15000000000000002,25,0.2,6,-310.38509654071225
2860,0.15000000000000002,25,0.25,2,-307.4678653575775
2861,0.15000000000000002,25,0.25,3,-308.4823192216556
2862,0.15000000000000002,25,0.25,4,-309.6623695738082
2863,0.15000000000000002,25,0.25,5,-311.0412080187292
2864,0.15000000000000002,25,0.25,6,-311.7313700900781
2865,0.15000000000000002,25,0.30000000000000004,2,-307.7500654706355
2866,0.15000000000000002,25,0.30000000000000004,3,-309.0481769010736
2867,0.15000000000000002,25,0.30000000000000004,4,-310.56518872593796
2868,0.15000000000000002,25,0.30000000000000004,5,-312.3465014175241
2869,0.15000000000000002,25,0.30000000000000004,6,-313.2467812939094
2870,0.15000000000000002,25,0.35000000000000003,2,-308.05385407811923
2871,0.15000000000000002,25,0.35000000000000003,3,-309.66863320904923
2872,0.15000000000000002,25,0.35000000000000003,4,-311.5662596156637
2873,0.15000000000000002,25,0.35000000000000003,5,-313.80943557976957
2874,0.15000000000000002,25,0.35000000000000003,6,-314.9549133532609
2875,0.15000000000000002,25,0.4,2,-308.3801869434445
2876,0.15000000000000002,25,0.4,3,-310.3481843241208
2877,0.15000000000000002,25,0.4,4,-312.67610691538493
2878,0.15000000000000002,25,0.4,5,-315.45178309614215
2879,0.15000000000000002,25,0.4,6,-316.8850769938188
2880,0.15000000000000002,25,0.45,2,-308.73011387022643
2881,0.15000000000000002,25,0.45,3,-311.0921133789738
2882,0.15000000000000002,25,0.45,4,-313.9073504151157
2883,0.15000000000000002,25,0.45,5,-317.30063010838074
2884,0.15000000000000002,25,0.45,6,-319.07430498790296
2885,0.15000000000000002,25,0.5,2,-309.10479202838746
2886,0.15000000000000002,25,0.5,3,-311.9067158984262
2887,0.15000000000000002,25,0.5,4,-315.27532791914376
2888,0.15000000000000002,25,0.5,5,-319.39027352868175
2889,0.15000000000000002,25,0.5,6,-321.5703002108119
2890,0.15000000000000002,25,0.55,2,-309.5055021068794
2891,0.15000000000000002,25,0.55,3,-312.79962653443636
2892,0.15000000000000002,25,0.55,4,-316.79898710626424
2893,0.15000000000000002,25,0.55,5,-321.76506771119784
2894,0.15000000000000002,25,0.55,6,-324.4359424876221
2895,0.15000000000000002,25,0.6000000000000001,2,-309.9336681072728
2896,0.15000000000000002,25,0.6000000000000001,3,-313.78031323007633
2897,0.15000000000000002,25,0.6000000000000001,4,-318.5022098111558
2898,0.15000000000000002,25,0.6000000000000001,5,-324.4838659006595
2899,0.15000000000000002,25,0.6000000000000001,6,-327.7564613238646
2900,0.15000000000000002,25,0.65,2,-310.3908818977186
2901,0.15000000000000002,25,0.65,3,-314.8608647284624
2902,0.15000000000000002,25,0.65,4,-320.41586973301713
2903,0.15000000000000002,25,0.65,5,-327.6272890464584
2904,0.15000000000000002,25,0.65,6,-331.65142366140094
2905,0.15000000000000002,25,0.7000000000000001,2,-310.8789340949565
2906,0.15000000000000002,25,0.7000000000000001,3,-316.05733020572626
2907,0.15000000000000002,25,0.7000000000000001,4,-322.58122100106897
2908,0.15000000000000002,25,0.7000000000000001,5,-331.3103552356076
2909,0.15000000000000002,25,0.7000000000000001,6,-336.29602544586476
2910,0.15000000000000002,25,0.75,2,-311.3998535147157
2911,0.15000000000000002,25,0.75,3,-317.39219633239844
2912,0.15000000000000002,25,0.75,4,-325.05592252285754
2913,0.15000000000000002,25,0.75,5,-335.70618361371214
2914,0.15000000000000002,25,0.75,6,-341.96197173825124
2915,0.15000000000000002,25,0.8,2,-311.9559584654311
2916,0.15000000000000002,25,0.8,3,-318.89950141689303
2917,0.15000000000000002,25,0.8,4,-327.92593271376785
2918,0.15000000000000002,25,0.8,5,-341.09533993223044
2919,0.15000000000000002,25,0.8,6,-349.1045557065534
2920,0.15000000000000002,25,0.8500000000000001,2,-312.549924795297
2921,0.15000000000000002,25,0.8500000000000001,3,-320.6371478658676
2922,0.15000000000000002,25,0.8500000000000001,4,-331.33282981053947
2923,0.15000000000000002,25,0.8500000000000001,5,-347.9848490928187
2924,0.15000000000000002,25,0.8500000000000001,6,-358.5774300744464
2925,0.15000000000000002,25,0.9,2,-313.18487826724834
2926,0.15000000000000002,25,0.9,3,-322.7243684551416
2927,0.15000000000000002,25,0.9,4,-335.55331299937524
2928,0.15000000000000002,25,0.9,5,-357.46903834645104
2929,0.15000000000000002,25,0.9,6,-372.2972595773642
2930,0.15000000000000002,25,0.9500000000000001,2,-313.86452333200657
2931,0.15000000000000002,25,0.9500000000000001,3,-325.51677922626266
2932,0.15000000000000002,25,0.9500000000000001,4,-341.35752195297846
2933,0.15000000000000002,25,0.9500000000000001,5,-372.904245248853
2934,0.15000000000000002,25,0.9500000000000001,6,-396.3802748805267
2935,0.15000000000000002,25,1.0,2,-314.5933282616004
2936,0.15000000000000002,25,1.0,3,-377.9274343024426
2937,0.15000000000000002,25,1.0,4,-434.36811087302135
2938,0.15000000000000002,25,1.0,5,-912.4886298952357
2939,0.15000000000000002,25,1.0,6,-1324.1878019959643
2940,0.15000000000000002,30,0.0,2,-336.2152290939641
2941,0.15000000000000002,30,0.0,3,-336.2152290939641
2942,0.15000000000000002,30,0.0,4,-336.2152290939641
2943,0.15000000000000002,30,0.0,5,-336.2152290939641
2944,0.15000000000000002,30,0.0,6,-336.2152290939641
2945,0.15000000000000002,30,0.05,2,-336.5889917604974
2946,0.15000000000000002,30,0.05,3,-336.818152445145
2947,0.15000000000000002,30,0.05,4,-337.0512092051101
2948,0.15000000000000002,30,0.05,5,-337.2946662896503
2949,0.15000000000000002,30,0.05,6,-337.4128857264217
2950,0.15000000000000002,30,0.1,2,-336.97898944936907
2951,0.15000000000000002,30,0.1,3,-337.4576805256076
2952,0.15000000000000002,30,0.1,4,-337.94798862228424
2953,0.15000000000000002,30,0.1,5,-338.4630618607702
2954,0.15000000000000002,30,0.1,6,-338.71485363142034
2955,0.15000000000000002,30,0.15000000000000002,2,-337.38588066539313
2956,0.15000000000000002,30,0.15000000000000002,3,-338.1361908436224
2957,0.15000000000000002,30,0.15000000000000002,4,-338.91057132037287
2958,0.15000000000000002,30,0.15000000000000002,5,-339.72936863212516
2959,0.15000000000000002,30,0.15000000000000002,6,-340.13247702761777
2960,0.15000000000000002,30,0.2,2,-337.81037570161743
2961,0.15000000000000002,30,0.2,3,-338.85635262782824
2962,0.15000000000000002,30,0.2,4,-339.94468401346575
2963,0.15000000000000002,30,0.2,5,-341.1040770085206
2964,0.15000000000000002,30,0.2,6,-341.6791812993784
2965,0.15000000000000002,30,0.25,2,-338.2532424959586
2966,0.15000000000000002,30,0.25,3,-339.6211810633518
2967,0.15000000000000002,30,0.25,4,-341.0569251730521
2968,0.15000000000000002,30,0.25,5,-342.5995885272106
2969,0.15000000000000002,30,0.25,6,-343.3710102565064
2970,0.15000000000000002,30,0.30000000000000004,2,-338.71531343870623
2971,0.15000000000000002,30,0.30000000000000004,3,-340.43410637484106
2972,0.15000000000000002,30,0.30000000000000004,4,-342.25495624742246
2973,0.15000000000000002,30,0.30000000000000004,5,-344.2307117696826
2974,0.15000000000000002,30,0.30000000000000004,6,-345.22734906899865
